segment_id,target_hour,count_two_wheeler,count_car,count_auto,count_light_commercial,count_heavy,count_other,count_total,lat_center,lon_center,lat_mean,lon_mean,lat_bin,lon_bin,police_station,junction_name,junction_bucket,road_class,road_width_m,event_count,map_matching_mode,representative_location,road_name,osm_highway,geometry_wkt,segment_total_events,segment_event_rate,segment_rank_pct,hour,day_of_week,month,day_of_year,is_weekend,is_peak,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,days_since_start,segment_hour_mean,segment_dow_hour_mean,city_hour_mean,city_dow_hour_mean,lag_1h_total,lag_1h_two_wheeler,lag_1h_car,lag_1h_auto,lag_1h_light_commercial,lag_1h_heavy,lag_1h_other,lag_2h_total,lag_3h_total,lag_24h_total,lag_168h_total,rainfall_mm,is_raining,is_underpass_or_bridge,rain_shelter_bottleneck,dist_to_legal_parking_m,legal_parking_capacity,overflow_risk_index,dist_to_metro_m,dist_to_commercial_m,distance_to_active_event_m,event_impact_score,active_event_count
osm_way_1013616313,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.8986882816123,77.57111976967242,12.896628281818181,77.5701217060606,12904,77573,K.S. Layout,No Junction,No Junction,trunk,15.0,33,osm_overpass_nearest_road,"Konanakunte Main Road, Narasamma Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",Kanakapura Road,trunk,"LINESTRING (77.5662185 12.8921812, 77.5662794 12.892237, 77.5665286 12.8924657, 77.5671334 12.8930143, 77.5672158 12.8930932, 77.5677734 12.8936268, 77.567978 12.8938215, 77.5681737 12.8940194, 77.5685715 12.8943905, 77.5689505 12.8948266, 77.5699144 12.8959269, 77.5700201 12.8960476, 77.5705193 12.8966175, 77.5706611 12.8967689, 77.570746 12.8968596, 77.5707777 12.8968935, 77.5707871 12.8969035, 77.5709343 12.8970607, 77.5709411 12.8970679, 77.571005 12.8971362, 77.5710801 12.8972311, 77.5712521 12.8974278, 77.5714831 12.8976559, 77.5718603 12.8981658, 77.5718917 12.8982089, 77.5722207 12.8986689, 77.5724336 12.898962, 77.5726181 12.8992526, 77.572725 12.8994627, 77.572843 12.8997701, 77.5729151 12.9000287, 77.5729534 12.900149, 77.5730927 12.9006176, 77.5731848 12.9009316, 77.5733013 12.9013476, 77.57337 12.9016975, 77.5733987 12.9020601, 77.57337 12.9023375, 77.5733368 12.9024961, 77.5732652 12.9030508, 77.5732018 12.9034437, 77.5731892 12.9035302, 77.5731856 12.9035665, 77.5731688 12.9038504, 77.5731749 12.9039372, 77.5731743 12.9040208, 77.5732072 12.904323, 77.5732524 12.9047332, 77.5732846 12.9050169, 77.573307 12.9054661, 77.5732957 12.9056629, 77.5732847 12.9057631, 77.5732437 12.9061862, 77.5732317 12.906255, 77.5732216 12.9063126, 77.5732145 12.9063531)",25.0,0.008015389547932029,0.22763578274760382,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_101970985,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.998094388493383,77.67728925157189,12.999789389489678,77.67665650626343,12999,77676,Mahadevapura,No Junction,No Junction,secondary,9.0,20,osm_overpass_nearest_road,"A Narayanpura Main Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",Main Road,tertiary,"LINESTRING (77.6766285 13.0001628, 77.6766736 13.0000452, 77.6766967 12.9999347, 77.6766992 12.9999201, 77.6767035 12.9997769, 77.6767046 12.9996976, 77.6767049 12.9996794, 77.676714 12.999425, 77.676739 12.9984687, 77.6768209 12.9983833, 77.6769437 12.9982971, 77.6770639 12.9982246, 77.6774201 12.9980097, 77.6780155 12.9976397, 77.6780378 12.9975577, 77.6780482 12.9974866, 77.6780665 12.9973613, 77.6779938 12.9970659, 77.6779294 12.9969517, 77.677834 12.9967996, 77.6776379 12.9965815, 77.6775228 12.9964759, 77.6774497 12.9963339, 77.6774254 12.9961791)",18.0,0.005771080474511061,0.05484558040468584,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.06155819172811798,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1036009520,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.974028805463922,77.57538975920923,12.974247180645161,77.57543377096775,12974,77575,Upparpet,BTP043 - Upparpet Junction,Named Junction,secondary,9.0,31,osm_overpass_nearest_road,"Dharmambudi Kere Road, Balepet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",Balepet Road,tertiary,"LINESTRING (77.5754944 12.9744685, 77.5754745 12.9743667, 77.5754472 12.974306, 77.5754002 12.973993, 77.5752594 12.9735953)",27.0,0.008656620711766592,0.2750266240681576,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1095881187,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.9791011,77.5821047,12.979176169999999,77.58189377000002,12979,77581,Upparpet,No Junction,No Junction,residential,6.0,20,osm_overpass_nearest_road,"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,service,"LINESTRING (77.5822779 12.9789854, 77.5819315 12.9792168)",18.0,0.005771080474511061,0.05484558040468584,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1109963457,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.98462825708739,77.5538404786621,12.984693691666667,77.55378255277778,12984,77553,Rajajinagar,BTP061 - Bhashyam Circle,Named Junction,secondary,9.0,36,osm_overpass_nearest_road,"Old Mysore Road, Bhashyam Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Vatal Nagaraj Road,secondary,"LINESTRING (77.5535337 12.9848613, 77.5535772 12.9848394, 77.5537103 12.9847259, 77.553835 12.9846125, 77.5539642 12.9845262, 77.5540056 12.984502, 77.5541633 12.9844178)",28.0,0.008977236293683874,0.2971246006389776,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1125366527,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.996354055882005,77.69262882559207,12.996310300000003,77.69277650999999,12996,77693,Mahadevapura,No Junction,No Junction,secondary,9.0,30,osm_overpass_nearest_road,"1st Main Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",,tertiary,"LINESTRING (77.6919444 12.9967308, 77.6919947 12.9965977, 77.6921117 12.9965022, 77.6924494 12.9963905, 77.6926408 12.9963272, 77.6928623 12.996254, 77.6930695 12.9961854, 77.6931452 12.9961604, 77.6932654 12.9961542, 77.6933357 12.9961925, 77.6933977 12.9962408)",29.0,0.009297851875601153,0.31309904153354634,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1148178255,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.936164725612434,77.60162327489827,12.936464859722221,77.60170158472222,12936,77601,Mico Layout,BTP126 - Dairy Circle,Named Junction,primary,12.0,72,osm_overpass_nearest_road,"Dairy Circle Flyover Underpass, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",Bannerghatta Road,primary_link,"LINESTRING (77.6017496 12.9366795, 77.601574 12.9359628, 77.6015318 12.9357411, 77.6014592 12.935675)",67.0,0.02148124398845784,0.6466986155484558,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1148452207,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.977115542331559,77.50926173759953,12.973931480487805,77.50849331707316,12971,77507,Jnanabharathi,No Junction,No Junction,primary,12.0,41,osm_overpass_nearest_road,"Kengeri Main Road, Papareddypalya Circle, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",Kengeri Main Road,primary,"LINESTRING (77.5049918 12.9665395, 77.5050133 12.9666052, 77.5051018 12.9668119, 77.505266 12.9671446, 77.5053102 12.9672342, 77.5054019 12.9674407, 77.5057607 12.9682492, 77.5057771 12.9682861, 77.5058612 12.9684806, 77.5060008 12.9687962, 77.5061686 12.9691755, 77.5064924 12.9699582, 77.5066011 12.9702074, 77.5066363 12.970288, 77.5068078 12.9706305, 77.5070886 12.9711111, 77.5071157 12.9711574, 77.5075695 12.9717805, 77.507657 12.9719007, 77.5077165 12.9719964, 77.5079205 12.9723136, 77.5085788 12.9734497, 77.5088903 12.9739874, 77.5090727 12.9742696, 77.5091469 12.9744393, 77.5091853 12.9745361, 77.5094207 12.9751302, 77.5094558 12.9752396, 77.5097252 12.9759693, 77.509836 12.9762696, 77.5101303 12.9772423, 77.5103017 12.9780771, 77.5106479 12.9795534, 77.510698 12.9797574, 77.5109315 12.9805295, 77.5109584 12.9810287, 77.5109921 12.982051, 77.5110015 12.9825606, 77.5109758 12.9827195, 77.5109414 12.9828868, 77.5108384 12.9831628, 77.5107698 12.9835475, 77.5107244 12.9837751, 77.5107097 12.9838486, 77.5107019 12.9840994, 77.5106925 12.9844006, 77.5107557 12.9846264, 77.5108028 12.9847946, 77.5108213 12.9848606, 77.5108342 12.9848908, 77.51095 12.9851617, 77.5111646 12.9854461, 77.5111913 12.9854879, 77.5113968 12.9858094, 77.511588 12.9861087, 77.5117698 12.9864597, 77.5119199 12.9868344, 77.5120497 12.9873037, 77.5122099 12.9878098, 77.5122208 12.9878443, 77.5122546 12.987977)",39.0,0.012504007694773967,0.45766773162939295,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1163511766,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.96486243982113,77.71797045221437,12.964909172727273,77.7179614409091,12964,77718,HAL Old Airport,No Junction,No Junction,secondary,9.0,44,osm_overpass_nearest_road,"60 Feet Main Road, Brigade Tech Gardens, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",60 Feet Road,tertiary,"LINESTRING (77.7177644 12.9648692, 77.7177814 12.9648864, 77.7179444 12.9648678, 77.7181242 12.964843, 77.7181823 12.9648313)",43.0,0.013786470022443091,0.5045260915867945,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1185633550,2023-11-10 00:00:00,0,0,0,0,0,0,0,13.07003295446372,77.58677610142986,13.070048665000002,77.58685266500001,13070,77586,Kodigehalli,No Junction,No Junction,residential,6.0,20,osm_overpass_nearest_road,"Railway Samantara Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",,service,"LINESTRING (77.5867533 13.070143, 77.5867667 13.0701097, 77.586797 13.0700348, 77.5867571 13.069922)",14.0,0.004488618146841937,0.019701810436634718,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
